60.79044117647059,56.875,20.9375
60.18382352941176,57.849264705882355,21.52573529411765
61.48897058823529,56.3235294117647,21.746323529411764
61.58088235294118,56.4889705882353,21.415441176470587
61.341911764705884,56.12132352941176,22.1875
60.772058823529406,56.599264705882355,21.50735294117647
60.42279411764706,56.81985294117647,21.470588235294116
60.95588235294118,56.80147058823529,21.415441176470587
61.13970588235295,56.43382352941176,22.426470588235293
61.268382352941174,56.04779411764705,22.55514705882353
61.783088235294116,56.04779411764705,22.5
62.22426470588235,56.10294117647059,22.35294117647059
61.08455882352941,57.389705882352935,20.79044117647059
60.38602941176471,57.70220588235294,21.709558823529413
61.19485294117647,56.37867647058824,21.544117647058826
60.845588235294116,56.56250000000001,21.470588235294116
60.349264705882355,56.81985294117647,22.279411764705884
62.4264705882353,55.75367647058823,22.75735294117647
62.334558823529406,55.569852941176464,22.996323529411764
61.96691176470588,55.97426470588235,22.922794117647058
