Dia da Semana,Características reais da sala,Características da sala pedida para a aula,Turno,﻿Curso,Unidade de execução,Turnos com capacidade superior à capacidade das características das salas,Fim,Início,Inscritos no turno (no 1º semestre é baseado em estimativas),Turma,Turno com inscrições superiores à capacidade das salas,Lotação,Sala da aula,Dia
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,11/19/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,11/12/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,11/5/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,10/29/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,10/15/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,10/8/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,10/1/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,9/24/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,19:00:00,17:30:00,30,MFA1,FALSO,50,B2.01,9/17/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,11/16/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,11/9/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,11/2/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,10/12/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,10/5/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,9/28/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,9/21/2015
Seg,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado Plus,FE-ITP01,MF,Finanças Empresariais (I),FALSO,17:30:00,16:00:00,30,MFA1,FALSO,50,B2.01,9/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,12/16/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,12/9/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,11/25/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,10/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,10/7/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M2512TP02,MAP,Estado e Administração Pública,FALSO,20:00:00,18:00:00,44,MAPA1,FALSO,54,Auditório Silva Leal,9/30/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,12/10/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,12/3/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,11/26/2015
Qui,,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,,,11/19/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,11/12/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,11/5/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,10/29/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,10/22/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,10/15/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,10/8/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,10/1/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,09:30:00,08:00:00,35,GC4,FALSO,50,AA3.23,9/24/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,12/11/2015
Sex,,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,,,12/4/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,11/27/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,11/20/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,11/13/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,11/6/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,10/30/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,10/23/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,10/16/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,10/9/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,10/2/2015
Sex,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.29,9/25/2015
Seg,,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,,,12/7/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,11/30/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,11/23/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,11/16/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,11/9/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,11/2/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,10/26/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,10/19/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,10/12/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,10/5/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,9/28/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,IOTP02,LG,Investigação Operacional,FALSO,11:00:00,09:30:00,35,GC4,FALSO,50,AA3.23,9/21/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,11/26/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,11/19/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,11/12/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,11/5/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,10/29/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,10/15/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,10/8/2015
Qui,,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,,,10/1/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,9/24/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,11:00:00,09:30:00,38,MContA1,FALSO,38,AA2.25,9/17/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,11/26/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,11/19/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,11/12/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,11/5/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,10/29/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,10/15/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,10/8/2015
Qui,,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,,,10/1/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,9/24/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01185TP01,MC,Reporte Empresarial,FALSO,09:30:00,08:00:00,38,MContA1,FALSO,38,AA2.25,9/17/2015
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,12/17/2015,20:30:00
FALSO,,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,12/10/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,12/3/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,11/19/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,11/12/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,10/29/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,10/22/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,10/15/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,10/8/2015,20:30:00
FALSO,AA3.26,22:30:00,Museus e História Contemporânea,"MEECult,MGEC",MEEC-M-B1",Qui,FALSO,"MGEC-M-B1,M0832TP01,5,Sala Aulas Mestrado,10/1/2015,20:30:00
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,12/18/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,12/11/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,12/4/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,11/27/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,11/20/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,11/13/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,11/6/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,10/30/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,10/23/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,10/16/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,10/9/2015
Sex,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,02413S01,MMA,Dissertação em Mercados da Arte,FALSO,20:00:00,18:00:00,20,MMA-B1,FALSO,32,AA3.40,10/2/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,12/10/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,12/3/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,11/26/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,11/19/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,11/12/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,11/5/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,10/29/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,10/22/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,10/15/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,10/8/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,10/1/2015
Qui,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,60,C5.01,9/24/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,12/9/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,11/25/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,10/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,10/7/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,9/30/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,09:30:00,08:00:00,41,GC5,FALSO,68,C4.07,9/23/2015
Ter,,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,,,12/15/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,12/1/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,11/24/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,11/17/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,11/10/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,11/3/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,10/27/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,10/20/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,10/13/2015
Ter,,Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,,,10/6/2015
Ter,"BYOD (Bring Your Own Device),Sala de Aulas normal,FEmpTP02,LG,Finanças de Empresa,FALSO,11:00:00,09:30:00,41,GC5,FALSO,56,C6.08,9/29/2015
