Dia da Semana,Características reais da sala,Características da sala pedida para a aula,Turno,﻿Curso,Unidade de execução,Turnos com capacidade superior à capacidade das características das salas,Fim,Início,Inscritos no turno (no 1º semestre é baseado em estimativas),Turma,Turno com inscrições superiores à capacidade das salas,Lotação,Sala da aula,Dia
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
S-PL-C2,FALSO,SC1",LS-PL","LSS-PL,LS,"SS-PL-C2,SC3,S-PL-C1,L1412TP01,Sociologia da Educação,SS-PL-C1,FALSO,24,SC2
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,11/30/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,11/23/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,11/16/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,11/9/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,11/2/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,10/26/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,10/19/2015
Seg,"Laboratório de Telecomunicações,Sala Aulas Mestrado,00064S01,DS,Teorias Sociológicas Clássicas: Grandes Obras,FALSO,22:30:00,20:30:00,8,DSA1,FALSO,12,C6.06,10/12/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,11/25/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,10/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,30,AA3.26,10/7/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,11/30/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,11/23/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,11/16/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,11/9/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,11/2/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,10/26/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,10/19/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,10/12/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,01805T01,ISCTE-IUL,Português Como Língua Estrangeira - Iniciação,FALSO,18:00:00,16:00:00,4,CI-CT1,FALSO,50,AA2.29,10/5/2015
FALSO,60,11/25/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,11/18/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,11/11/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,11/4/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,10/28/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,10/21/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,10/14/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,10/7/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,9/30/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
FALSO,60,9/23/2015,L5200TP05,LP,Psicologia Social,54,11:00:00,Qua,PA2","PA4,FALSO,C5.08,Sala de Aulas normal,12:30:00
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,12/9/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,11/25/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,10/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,10/7/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,9/30/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,11:00:00,09:30:00,36,FCC2,FALSO,38,AA3.25,9/23/2015
Seg,,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,,,12/7/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,11/30/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,11/23/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,11/16/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,11/9/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,11/2/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,10/26/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,10/19/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,10/12/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,10/5/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,9/28/2015
Seg,"Sala Aulas Mestrado Plus,Sala de Aulas normal,M8642TP01,LFC,Reporte Financeiro,FALSO,12:30:00,11:00:00,36,FCC2,FALSO,50,AA2.29,9/21/2015
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
MEInt,M8264TP01,MSS,MCTRL,"MAE,MCP,MEECult,MHMC,MGEC,MES,MCCTI,MEA,História e Imagem,MS",MPP
FALSO,41,12/7/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,0S02,Laboratório de Informática,12:30:00
FALSO,50,11/30/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,50,11/23/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,50,11/16/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,41,11/9/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,0S02,Laboratório de Informática,12:30:00
FALSO,41,11/2/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,0S02,Laboratório de Informática,12:30:00
FALSO,50,10/26/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,50,10/19/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,50,10/12/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,12:30:00
FALSO,70,10/5/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,Auditório C1.03,Sala de Aulas normal,12:30:00
FALSO,40,9/28/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,11:00:00,Seg,PC1","PC3,FALSO,C6.02,Sala de Aulas normal,12:30:00
FALSO,41,12/7/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,41,11/30/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,50,11/23/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,50,11/16/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,50,11/9/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,41,11/2/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,41,10/26/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,41,10/19/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,50,10/12/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,41,10/5/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,0S02,Sala de Aulas normal,11:00:00
FALSO,50,9/28/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,50,9/21/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,09:30:00,Seg,PC1","PC3,FALSO,C5.02,Sala de Aulas normal,11:00:00
FALSO,54,9/21/2015,L5242TP01,LP,Estatística e Análise de Dados III,39,13:00:00,Seg,PC1","PC3,FALSO,C6.01,Sala de Aulas normal,14:30:00
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,22:30:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,21:00:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
ET-PLB2,21:00:00,FALSO,LIGE-PL","LETI-PL,LEI-PL,"EI-PLB2,37,ET-PLB1",L5096-1TP06,Programação Concorrente e Distribuída,EI-PLB1,19:30:00,Sex,VERDADEIRO
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",12/14/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",12/7/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",11/30/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",11/23/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",11/16/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",11/9/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",11/2/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",10/26/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",10/19/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",10/12/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",10/5/2015,22:30:00,Seg
31,Lab ISTA,21:00:00,Processamento de Sinal Multimédia,"METI,MEI",MEI-SIGCB1,VERDADEIRO,VERDADEIRO,"METI-PLA1,M4316PL04,MEI-MB1",9/28/2015,22:30:00,Seg
Qua,"Horário sala visível portal público,Laboratório de Informática,L6105-2TP01,LCP,Análise de Dados em Ciências Sociais: Modelos de Dependência,FALSO,19:00:00,17:30:00,48,CPB1,VERDADEIRO,41,0S02,10/28/2015
Qua,,Não necessita de sala,L6105-2TP01,LCP,Análise de Dados em Ciências Sociais: Modelos de Dependência,FALSO,17:30:00,16:00:00,48,CPB1,VERDADEIRO,,,12/16/2015
